# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
9.85           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.85           	U              	(2.60632354e-01 2.60994476e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.60632354e-01 2.60994476e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.9            	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.9            	U              	(2.61156355e-01 2.59763846e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.61156355e-01 2.59763846e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
9.95           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
9.95           	U              	(2.61677313e-01 2.58537676e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.61677313e-01 2.58537676e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10             	U              	(2.62195249e-01 2.57315955e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.62195249e-01 2.57315955e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.05          	U              	(2.62710180e-01 2.56098730e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.62710180e-01 2.56098730e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.1           	U              	(2.63222127e-01 2.54886015e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.63222127e-01 2.54886015e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.15          	U              	(2.63731109e-01 2.53677817e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.63731109e-01 2.53677817e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.2           	U              	(2.64237146e-01 2.52474137e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.64237146e-01 2.52474137e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.25          	U              	(2.64740256e-01 2.51274984e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.64740256e-01 2.51274984e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.3           	U              	(2.65240458e-01 2.50080363e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.65240458e-01 2.50080363e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.35          	U              	(2.65737772e-01 2.48890281e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.65737772e-01 2.48890281e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.4           	U              	(2.66232216e-01 2.47704746e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.66232216e-01 2.47704746e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.45          	U              	(2.66723808e-01 2.46523764e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.66723808e-01 2.46523764e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.5           	U              	(2.67212568e-01 2.45347340e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.67212568e-01 2.45347340e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.55          	U              	(2.67698512e-01 2.44175480e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.67698512e-01 2.44175480e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.6           	U              	(2.68181660e-01 2.43008190e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.68181660e-01 2.43008190e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.65          	U              	(2.68662029e-01 2.41845473e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.68662029e-01 2.41845473e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.7           	U              	(2.69139637e-01 2.40687334e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.69139637e-01 2.40687334e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.75          	U              	(2.69614502e-01 2.39533776e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.69614502e-01 2.39533776e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.8           	U              	(2.70086641e-01 2.38384802e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.70086641e-01 2.38384802e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.85          	U              	(2.70556073e-01 2.37240413e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.70556073e-01 2.37240413e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.9           	U              	(2.71022813e-01 2.36100612e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.71022813e-01 2.36100612e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
10.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
10.95          	U              	(2.71486879e-01 2.34965399e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.71486879e-01 2.34965399e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11             	U              	(2.71948289e-01 2.33834775e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.71948289e-01 2.33834775e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.05          	U              	(2.72407059e-01 2.32708740e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.72407059e-01 2.32708740e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.1           	U              	(2.72863205e-01 2.31587294e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.72863205e-01 2.31587294e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.15          	U              	(2.73316746e-01 2.30470436e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.73316746e-01 2.30470436e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.2           	U              	(2.73767696e-01 2.29358165e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.73767696e-01 2.29358165e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.25          	U              	(2.74216073e-01 2.28250478e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.74216073e-01 2.28250478e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.3           	U              	(2.74661893e-01 2.27147374e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.74661893e-01 2.27147374e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.35          	U              	(2.75105172e-01 2.26048850e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.75105172e-01 2.26048850e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.4           	U              	(2.75545926e-01 2.24954903e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.75545926e-01 2.24954903e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.45          	U              	(2.75984170e-01 2.23865529e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.75984170e-01 2.23865529e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.5           	U              	(2.76419922e-01 2.22780726e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.76419922e-01 2.22780726e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.55          	U              	(2.76853196e-01 2.21700489e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.76853196e-01 2.21700489e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.6           	U              	(2.77284007e-01 2.20624813e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.77284007e-01 2.20624813e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.65          	U              	(2.77712373e-01 2.19553694e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.77712373e-01 2.19553694e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.7           	U              	(2.78138307e-01 2.18487127e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.78138307e-01 2.18487127e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.75          	U              	(2.78561825e-01 2.17425105e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.78561825e-01 2.17425105e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.8           	U              	(2.78982942e-01 2.16367624e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.78982942e-01 2.16367624e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.85          	U              	(2.79401674e-01 2.15314677e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.79401674e-01 2.15314677e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.9           	U              	(2.79818035e-01 2.14266257e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.79818035e-01 2.14266257e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
11.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
11.95          	U              	(2.80232039e-01 2.13222359e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.80232039e-01 2.13222359e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12             	U              	(2.80643702e-01 2.12182975e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.80643702e-01 2.12182975e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.05          	U              	(2.81053038e-01 2.11148098e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.81053038e-01 2.11148098e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.1           	U              	(2.81460062e-01 2.10117720e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.81460062e-01 2.10117720e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.15          	U              	(2.81864788e-01 2.09091833e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.81864788e-01 2.09091833e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.2           	U              	(2.82267230e-01 2.08070430e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.82267230e-01 2.08070430e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.25          	U              	(2.82667403e-01 2.07053502e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.82667403e-01 2.07053502e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.3           	U              	(2.83065320e-01 2.06041041e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.83065320e-01 2.06041041e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.35          	U              	(2.83460996e-01 2.05033037e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.83460996e-01 2.05033037e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.4           	U              	(2.83854444e-01 2.04029483e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.83854444e-01 2.04029483e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.45          	U              	(2.84245678e-01 2.03030368e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.84245678e-01 2.03030368e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.5           	U              	(2.84634712e-01 2.02035683e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.84634712e-01 2.02035683e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.55          	U              	(2.85021560e-01 2.01045418e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.85021560e-01 2.01045418e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.6           	U              	(2.85406234e-01 2.00059565e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.85406234e-01 2.00059565e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.65          	U              	(2.85788749e-01 1.99078111e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.85788749e-01 1.99078111e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.7           	U              	(2.86169117e-01 1.98101048e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.86169117e-01 1.98101048e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.75          	U              	(2.86547352e-01 1.97128365e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.86547352e-01 1.97128365e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.8           	U              	(2.86923467e-01 1.96160051e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.86923467e-01 1.96160051e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.85          	U              	(2.87297475e-01 1.95196095e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.87297475e-01 1.95196095e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.9           	U              	(2.87669389e-01 1.94236487e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.87669389e-01 1.94236487e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
12.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
12.95          	U              	(2.88039221e-01 1.93281214e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.88039221e-01 1.93281214e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13             	U              	(2.88406985e-01 1.92330267e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.88406985e-01 1.92330267e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.05          	U              	(2.88772693e-01 1.91383633e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.88772693e-01 1.91383633e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
